"# Weather station Nairobi (airport), Kenya, WMO_ID=63740,selection from 01.01.2016 till 31.12.2016, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=63740&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Nairobi (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
13.03.2016 03:00,17.3,,,,80,Wind blowing from the north-west,3,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20.0,13.7,,,,,,
12.03.2016 21:00,20.0,,,,67,Wind blowing from the north-northeast,4,,,20–30%., ,,,,29.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30.0,13.7,,,,,,
12.03.2016 15:00,27.5,,,,34,Wind blowing from the north-east,11,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,10.2,,,,,,
12.03.2016 09:00,21.4,,,,80,Wind blowing from the east-northeast,5,,,70 – 80%., ,,,16.2,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,17.7,,,,,,
12.03.2016 03:00,17.6,,,,89,Wind blowing from the north-northeast,3,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.7,,,,,,
11.03.2016 21:00,22.5,,,,62,Wind blowing from the east-northeast,6,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.9,,,,,,
11.03.2016 15:00,29.0,,,,34,Wind blowing from the east-northeast,9,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,11.6,,,,,,
11.03.2016 09:00,20.5,,,,84,Wind blowing from the north-east,6,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,200-300,,,20.0,17.7,,,,,,
11.03.2016 03:00,19.5,,,,88,Wind blowing from the north-east,6,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,17.4,,,,,,
10.03.2016 21:00,20.9,,,,72,Wind blowing from the north,4,,,50%., ,,,,29.0,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.7,,,,,,
10.03.2016 15:00,27.8,,,,47,Wind blowing from the north-east,7,,,70 – 80%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.4,,,,,,
10.03.2016 09:00,19.0,,,,92,Wind blowing from the south,2,,,100%., ,,,16.5,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,,20.0,17.6,18,24,,,,
10.03.2016 03:00,17.2,,,,94,Wind blowing from the north,4,,,100%.,"Rain, not freezing, intermittent, moderate at time of observation. ",Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,200-300,Altostratus opacus or Nimbostratus.,,10.0,16.3,12,6,,,,
09.03.2016 21:00,19.7,,,,86,Wind blowing from the east-southeast,2,,,60%., ,,,,28.5,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,17.3,6,12,,,,
09.03.2016 15:00,23.0,,,,70,Wind blowing from the south,6,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","90  or more, but not 100%",600-1000,Altocumulus translucidus at a single level.,Cirrus spissatus cumulonimbogenitus.,30.0,17.2,Trace of precipitation,6,,,,
09.03.2016 09:00,20.5,,,,83,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,17.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,Altocumulus translucidus at a single level.,Cirrus spissatus cumulonimbogenitus.,20.0,17.5,16,24,,,,
09.03.2016 03:00,18.0,,,,89,variable wind direction,1,,,50%., ,,,,,,,300-600,,,20.0,16.2,,,,,,
08.03.2016 21:00,22.5,,,,66,Wind blowing from the north-northeast,4,,,60%., ,,,,30.0,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,Cirrus spissatus cumulonimbogenitus.,20.0,15.8,,,,,,
08.03.2016 15:00,29.4,,,,37,Wind blowing from the north-east,6,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30.0,13.4,,,,,,
08.03.2016 03:00,19.4,,,,89,Wind blowing from the north-east,4,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,17.6,,,,,,
07.03.2016 21:00,20.5,,,,68,Wind blowing from the north,4,,,"10%  or less, but not 0", ,,,,30.0,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.3,,,,,,
07.03.2016 15:00,28.5,,,,43,Wind blowing from the east-northeast,9,,,60%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30.0,14.6,,,,,,
07.03.2016 09:00,23.2,,,,69,Wind blowing from the east,4,,,60%., ,,,18.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,17.1,,,,,,
07.03.2016 03:00,19.9,,,,82,Wind blowing from the east-northeast,4,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.8,,,,,,
06.03.2016 21:00,24.3,,,,49,Wind blowing from the east,5,,,40%., ,,,,30.8,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,12.8,,,,,,
06.03.2016 15:00,29.5,,,,40,Wind blowing from the north-east,4,,,60%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.4,,,,,,
06.03.2016 09:00,20.6,,,,81,Wind blowing from the north-northeast,2,,,70 – 80%., ,,,16.4,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,17.2,,,,,,
06.03.2016 03:00,18.3,,,,87,Wind blowing from the north-east,5,,,40%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",0.9,16.1,,,,,,
05.03.2016 21:00,22.4,638.7,,,54,Wind blowing from the east,5,,,"10%  or less, but not 0", ,,,,29.0,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,12.7,,,,,,
05.03.2016 15:00,28.0,,,,39,Wind blowing from the north-east,5,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.7,,,,,,
05.03.2016 09:00,20.0,,,,81,Wind blowing from the north-east,3,,,50%., ,,,15.9,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.7,,,,,,
05.03.2016 03:00,18.1,,,,83,Wind blowing from the north,2,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.2,,,,,,
04.03.2016 21:00,21.5,,,,65,Wind blowing from the east-northeast,6,,,40%., ,,,,29.0,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,14.6,,,,,,
04.03.2016 15:00,27.0,,,,42,Wind blowing from the east-northeast,7,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,13.0,,,,,,
04.03.2016 09:00,20.7,,,,78,Wind blowing from the east-northeast,4,,,70 – 80%., ,,,17.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,300-600,,,20.0,16.8,,,,,,
04.03.2016 03:00,18.5,,,,83,Wind blowing from the north-northeast,3,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.5,,,,,,
03.03.2016 21:00,22.5,,,,69,Wind blowing from the east-northeast,5,,,50%., ,,,,29.0,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,16.6,,,,,,
03.03.2016 15:00,27.7,,,,44,Wind blowing from the east-northeast,6,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.5,,,,,,
03.03.2016 09:00,21.1,,,,80,Wind blowing from the north-east,5,,,60%., ,,,17.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,300-600,,,20.0,17.4,,,,,,
03.03.2016 03:00,19.5,,,,88,Wind blowing from the east-northeast,3,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,17.4,,,,,,
02.03.2016 21:00,21.8,,,,71,Wind blowing from the north-northeast,4,,,50%., ,,,,30.5,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,16.2,,,,,,
02.03.2016 15:00,28.5,,,,41,Wind blowing from the east-northeast,7,,,70 – 80%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.0,,,,,,
02.03.2016 09:00,20.4,,,,81,Wind blowing from the north-northeast,2,,,60%., ,,,16.3,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,17.1,,,,,,
02.03.2016 03:00,17.8,,,,92,Wind blowing from the east-northeast,2,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,16.4,,,,,,
01.03.2016 21:00,21.6,,,,69,Wind blowing from the east,3,,,"10%  or less, but not 0", ,,,,27.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.6,,,,,,
01.03.2016 15:00,27.0,,,,48,Wind blowing from the east,2,,,"10%  or less, but not 0", ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.9,,,,,,
01.03.2016 09:00,20.8,,,,80,Wind blowing from the north-east,2,,,"90  or more, but not 100%", ,,,17.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",300-600,,,30.0,17.2,,,,,,
01.03.2016 03:00,18.7,,,,93,Wind blowing from the north-east,3,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,25.0,17.5,,,,,,
29.02.2016 21:00,21.0,,,,66,Wind blowing from the east,5,,,"10%  or less, but not 0", ,,,,27.0,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.4,,,,,,
29.02.2016 15:00,26.2,,,,47,Wind blowing from the east-northeast,9,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,13.9,,,,,,
29.02.2016 09:00,19.6,,,,78,Wind blowing from the east,6,,,"90  or more, but not 100%", ,,,16.3,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",300-600,,,25.0,15.6,,,,,,
29.02.2016 03:00,18.0,,,,92,Wind blowing from the east-northeast,6,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.6,,,,,,
28.02.2016 21:00,20.8,,,,,Wind blowing from the east-northeast,5,,,20–30%., ,,,,27.4,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,,,,,,,
28.02.2016 15:00,26.5,,,,52,Wind blowing from the north-east,8,,,70 – 80%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30.0,15.8,,,,,,
28.02.2016 09:00,19.3,,,,84,Wind blowing from the east-northeast,5,,,"90  or more, but not 100%", ,,,15.0,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,20.0,16.6,,,,,,
28.02.2016 03:00,15.2,,,,89,Wind blowing from the north-northeast,3,,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,13.3,,,,,,
27.02.2016 21:00,20.5,,,,68,Wind blowing from the north-northeast,4,,,40%., ,,,,28.3,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30.0,14.3,,,,,,
27.02.2016 15:00,28.1,,,,43,Wind blowing from the north-east,10,,,60%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrus spissatus cumulonimbogenitus.,30.0,14.5,Trace of precipitation,6,,,,
27.02.2016 09:00,20.4,,,,83,Wind blowing from the north-east,7,,,60%., ,,,17.5,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,17.4,,,,,,
27.02.2016 03:00,18.0,,,,89,Wind blowing from the north,3,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,16.2,,,,,,
26.02.2016 21:00,21.2,,,,73,Wind blowing from the north-northeast,4,,,40%., ,,,,30.0,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,16.2,,,,,,
26.02.2016 15:00,28.6,,,,44,Wind blowing from the north-east,9,,,50%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrus spissatus cumulonimbogenitus.,30.0,15.1,,,,,,
26.02.2016 09:00,21.0,,,,75,Wind blowing from the north-east,3,,,50%., ,,,16.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,16.4,,,,,,
26.02.2016 03:00,19.5,,,,69,Wind blowing from the north-northeast,3,,,40%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.7,,,,,,
25.02.2016 21:00,23.5,,,,54,Wind blowing from the east-northeast,5,,,50%., ,,,,30.3,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,13.7,,,,,,
25.02.2016 15:00,29.0,,,,34,Wind blowing from the north-east,7,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,11.6,,,,,,
25.02.2016 09:00,21.2,,,,68,variable wind direction,2,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,15.1,,,,,,
25.02.2016 03:00,17.0,,,,78,Wind blowing from the north-northeast,3,,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.2,,,,,,
24.02.2016 21:00,21.8,,,,60,Wind blowing from the east,6,,,"10%  or less, but not 0", ,,,,28.5,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.7,,,,,,
24.02.2016 15:00,27.8,,,,35,Wind blowing from the east-northeast,5,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,11.1,,,,,,
24.02.2016 09:00,21.1,,,,69,Wind blowing from the north,3,,,"10%  or less, but not 0", ,,,13.5,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.2,,,,,,
24.02.2016 03:00,17.0,,,,82,Wind blowing from the north,2,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,13.9,,,,,,
23.02.2016 21:00,20.6,,,,64,Wind blowing from the east,5,,,40%., ,,,,28.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30.0,13.4,,,,,,
23.02.2016 15:00,27.5,,,,35,Wind blowing from the east-northeast,7,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,10.5,,,,,,
23.02.2016 09:00,19.0,,,,67,Wind blowing from the north,4,,,40%., ,,,12.0,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,12.6,,,,,,
23.02.2016 03:00,15.0,,,,78,Wind blowing from the north,2,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,11.2,,,,,,
22.02.2016 21:00,20.0,,,,51,Wind blowing from the north-northeast,4,,,50%., ,,,,28.0,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30.0,9.4,,,,,,
22.02.2016 12:00,27.7,,,,34,Wind blowing from the east-northeast,5,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30.0,10.3,,,,,,
22.02.2016 09:00,20.6,,,,50,Wind blowing from the north-northeast,5,,,50%., ,,,14.0,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,9.8,,,,,,
22.02.2016 03:00,15.6,,,,77,Wind blowing from the north-northwest,2,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20.0,11.6,,,,,,
21.02.2016 21:00,19.3,,,,60,Wind blowing from the north-northeast,4,,,40%., ,,,,26.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30.0,11.4,,,,,,
21.02.2016 15:00,25.5,,,,37,Wind blowing from the north-east,6,,,"10%  or less, but not 0", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,9.8,,,,,,
21.02.2016 09:00,19.0,,,,70,Wind blowing from the east-northeast,5,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20.0,13.4,,,,,,
21.02.2016 03:00,17.6,,,,81,Wind blowing from the north-northeast,2,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,,20.0,14.3,,,,,,
